workId,lang,decade,dcdReal,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,isComposedProf,normalizedProfession,rdmNbr,chosenGrp,chosenGrp2, modifier,professionalGroup,profGroupCoarse,profGroupCoarser,role,title,socialClass,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
413,als,1924,1920,5.0,1.0,0.0,,Eisenbitter,"altmodischer Doktor, in Zickewiller ansässig",M,,doktor,,doctor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,,,,,,,,
413,als,1924,1920,6.0,1.0,0.0,,Schnäbele,"junger Lehrer, Proviser",M,,"Lehrer, Proviser",,teacher,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,,,,,,,,
413,als,1924,1920,7.0,1.0,0.0,,Hornsträhl,"gennant ""der Badegeorges"", Rasierer",M,,Rasierer,,barber,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
413,als,1924,1920,8.0,1.0,0.0,,Kreuzbein,"gennant ""der Schnidergüscht"", Schneider",M,,Schneider,,taylor,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
413,als,1924,1920,9.0,1.0,0.0,,Knüttel,"genannt ""der Müser"", Bannwart",M,,Bannwart,,,,,,,,,,,,,,,,,,,
413,als,1924,1920,10.0,1.0,0.0,,Toni,"Wirt ""Zur Linde"".",M,,Wirt,,taverner / innkeeper,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,,,,,,,,
413,als,1924,1920,11.0,1.0,0.0,,Stimme des Nan'l,seine Frau,F,,,,,,,,,,,,,,,,,,frau (10),,,
413,als,1924,1920,12.0,1.0,0.0,,Doria,reicher Steingrubenbesitzer,M,,steingrubenbesitzer,,quarry owner,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,,,,,,,,,
413,als,1924,1920,13.0,1.0,0.0,,Marius,"sein Sohn, capitaine in Civil",M,,capitaine,,captain (military),,military,,,military,government and law enforcement,authority,,,,,,,sohn (12),,,
413,als,1924,1920,14.0,1.0,0.0,,Nickel,vertrauer Diener des Doria,M,,diener,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
413,als,1924,1920,15.0,1.0,0.0,,Gänsfeder,ein Notar,M,,notar,,notary,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,,,,,,,,
413,als,1924,1920,16.0,1.0,0.0,,Stückler,Bildhauerkünstler,M,,bildhauerkünstler,,sculptor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,,,,,,,,
413,als,1924,1920,17.0,1.0,1.0,,"Schnidersepp'l, 2. Knabe, 3. Knabe und andere Schulknaben",,M,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,1.0,1.0,0.0,,Madame Schall,Witwe,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,2.0,1.0,0.0,2023-03-02 00:00:00,Marie,ihre Töchter,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,3.0,1.0,0.0,2023-03-02 00:00:00,Véronique,,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,4.0,1.0,0.0,,Céline,,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,5.0,1.0,0.0,,Madame Fàjer,Hausbesitzerin,F,,Hausbesitzerin,,landlord,,rentiers,,,rentiers,rentiers,bourgeoisie,,,,,,,,,,
414,als,1929,1920,6.0,1.0,0.0,2023-08-06 00:00:00,Margrit,Freundinnen der Töchter,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,7.0,1.0,0.0,2023-08-06 00:00:00,Charlotte,,F,,,,,,,,,,,,,,,,,,,,,
414,als,1929,1920,8.0,1.0,0.0,2023-08-06 00:00:00,Henriette,,F,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,1.0,1.0,0.0,,Dummerle,e Findelkind,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,2.0,1.0,0.0,,Michel,Brunnemacher,M,,brunnemacher,,fountain maker,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
415,als,1925,1920,3.0,1.0,0.0,2023-04-03 00:00:00,Kasper,sini Buewe,M,,,,,,,,,,,,,,,,,,sohn (2),,,
415,als,1925,1920,4.0,1.0,0.0,2023-04-03 00:00:00,Hansel,,M,,,,,,,,,,,,,,,,,,sohn (2),,,
415,als,1925,1920,5.0,1.0,0.0,,Oho,Dorfwaibel,F,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,6.0,1.0,0.0,,D'r Klebberunkel,,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,7.0,1.0,0.0,,D'r Nasekinj,,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,8.0,1.0,0.0,,Prinzessel Stibbernäsel,,F,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,9.0,1.0,0.0,,D'r Hofmarschall,,M,,hofmarschall,,marshal of the court,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
415,als,1925,1920,10.0,1.0,0.0,,Sparregagges,Hofnarr,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,11.0,1.0,0.0,,D'Zitt,,U,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,12.0,1.0,0.0,,s'Glüeck,,U,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,13.0,1.0,0.0,,D'Zefriddeheit,,U,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,14.0,1.0,0.0,,D'Gerechtigkeit,,U,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,15.0,1.0,0.0,,D'r Hundertkilomann,,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,16.0,1.0,0.0,,D'r Sternegickler,,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,17.0,1.0,0.0,,Masticoplastico,Hüssierer,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,18.0,1.0,0.0,,D'r Kamines,,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,19.0,1.0,0.0,,Fischtrauschtra,Tierbändiger,M,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,20.0,1.0,0.0,,Klitschklatsch,Quellekönigin,F,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,21.0,1.0,0.0,,Flammino,e böser Zauberer,M,,zauberer,,wizard,,,,,,,,,,,,,,,,,
415,als,1925,1920,22.0,1.0,0.0,,"Hofdame, Page, Soldate, e Henker, Riese, Fyrgeischter, Quellefee.",,U,,,,,,,,,,,,,,,,,,,,,
415,als,1925,1920,22.0,0.0,0.0,,Page,,M,,page,,page,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
415,als,1925,1920,22.0,0.0,0.0,,Soldate,,M,,soldat,,soldier,,military,,,military,government and law enforcement,authority,,,,,,,,,,
415,als,1925,1920,22.0,0.0,0.0,,e Henker,,M,,henker,,hangman,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
416,als,1937,1930,1.0,1.0,0.0,,Collin Morand,Schmied von Hundswiller,M,,schmied,,blacksmith,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
416,als,1937,1930,2.0,1.0,0.0,2023-03-02 00:00:00,Hanspeter,"20 Jahre alt, dessen Kinder",M,,,,,,,,,,,,,,,,,,sohn (1),,,
416,als,1937,1930,3.0,1.0,0.0,2023-03-02 00:00:00,Jerome,14 Jahre alt,M,,,,,,,,,,,,,,,,,,sohn (1),,,
416,als,1937,1930,4.0,1.0,0.0,,Stoessel,Wächter,M,20,wächter,,watchman,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
416,als,1937,1930,5.0,1.0,0.0,,Jerry,altgedienter Soldat,M,14,soldat,,soldier,,military,,,military,government and law enforcement,authority,,,,,,,,,,
416,als,1937,1930,6.0,1.0,0.0,,Specklin,Schäfer,M,,schäfer,,sheperd,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
416,als,1937,1930,7.0,1.0,0.0,,Hildebrand,Landmann,M,,,,,,,,,,,,,,,,,,,,,
416,als,1937,1930,8.0,1.0,0.0,,Kesselring,Bauernführer,M,,bauernführer,,farmer leader,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
416,als,1937,1930,9.0,1.0,0.0,,Klausner,von Aegidisberg,M,,,,,,,,,,,,,,,,,,,,,
416,als,1937,1930,10.0,1.0,0.0,,Barthel,alter Geizhals,M,,,,,,,,,,,,,,,,,,,,,
416,als,1937,1930,11.0,1.0,0.0,,Mersiol,Bader,M,,,,,,,,,,,,,,,,,,,,,
416,als,1937,1930,12.0,1.0,0.0,,Ein Schwedischer Hauptmann,,M,,hauptmann,,captain,,military,,,military,government and law enforcement,authority,,,,,,,,,,
416,als,1937,1930,13.0,1.0,0.0,,Vier Schwedische Soldaten,,M,,soldat,,soldier,,military,,,military,government and law enforcement,authority,,,,,,,,,,
416,als,1937,1930,14.0,1.0,0.0,,Eine Lichtgestalt,,U,,,,,,,,,,,,,,,,,,,,,
416,als,1937,1930,15.0,1.0,0.0,,Soldaten und Volk,,U,,soldat,,soldier,,military,,,military,government and law enforcement,authority,,,,,,,,,,
417,als,1923,1920,1.0,1.0,0.0,,Henri Claud,Drogist,M,,drogist,,pharmacist,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,,,,,,,,
417,als,1923,1920,2.0,1.0,0.0,,Cécile,sini Frau,F,,,,,,,,,,,,,,,,,,frau (1),,,
417,als,1923,1920,3.0,1.0,0.0,,D'r Unkel Natz,,M,,,,,,,,,,,,,,,,,,,,,
418,als,1922,1920,1.0,1.0,0.0,,Gossmedick,Barickes un Pompier,M,,barickes|pompier,1.0,hairdresser|firefighter,0.5891719030473876,government officials,government officials,,crafts|government officials,government and law enforcement,authority,,,,,,,,,,
418,als,1922,1920,2.0,1.0,0.0,,Fritz,dr Lehrbue,M,,lehrbue,,hairdresser apprentice,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
418,als,1922,1920,3.0,1.0,0.0,,Knollesepp,e Bür,M,,bür,,farmer,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
418,als,1922,1920,4.0,1.0,0.0,,Ellejuckel,e Schnieder,M,,schnieder,,taylor,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
418,als,1922,1920,5.0,1.0,0.0,,Blosballig,e Schmid,M,,schmid,,blacksmith,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
419,als,1932,1930,1.0,1.0,0.0,,Fritz,"25 Jahre, trägt abgetragene, zerissene Kleiner, rote Leibbinde und Halstuch, keine Strümpfe, einen zerissenen Strohhut",M,,,,,,,,,,,,,,,,,,,,,
419,als,1932,1930,2.0,1.0,0.0,,Gendarm,"50 Jahre alt, Gendarm-Uniform",M,,gendarm,,gendarme,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
420,als,1926,1920,1.0,1.0,0.0,,Bohnestängel,richer Kaufmann,M,25,kaufmann,,merchant,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,,,,,,,,
420,als,1926,1920,2.0,1.0,0.0,,Schambediss,sinner valet de chambre,M,50,valet de chambre,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
420,als,1926,1920,3.0,1.0,0.0,,Eugène,Diener biem Bohnestängel,M,,diener,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
420,als,1926,1920,4.0,1.0,0.0,,Robert,sinner Frind,M,,,,,,,,,,,,,,,,,,,,,
420,als,1926,1920,5.0,1.0,0.0,,Marcel,Diener biem Bohnestängel,M,,diener,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
420,als,1926,1920,6.0,1.0,0.0,,Louis,sinner Frind,M,,,,,,,,,,,,,,,,,,,,,
420,als,1926,1920,7.0,1.0,0.0,,Bonifaz,Gärtner biem Bohnestängel,M,,gärtner,,gardener,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
420,als,1926,1920,8.0,1.0,0.0,,Jerri,sinner Frind,M,,,,,,,,,,,,,,,,,,,,,
421,als,1929,1920,1.0,1.0,0.0,,Florent,,M,,,,,,,,,,,,,,,,,,,,,
421,als,1929,1920,2.0,1.0,0.0,,Sini Mame,,F,,,,,,,,,,,,,,,,,,mutter (1),,,
421,als,1929,1920,3.0,1.0,0.0,,Gaby,sini Frau,F,,,,,,,,,,,,,,,,,,frau (1),,,
421,als,1929,1920,4.0,1.0,0.0,,Etienne,siner Friend,M,,,,,,,,,,,,,,,,,,,,,
421,als,1929,1920,5.0,1.0,0.0,,Clou,Inspecteur vun d'r Süreté,M,,inspecteur,,safety inspector,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
421,als,1929,1920,6.0,1.0,0.0,,Freddy,Neger vum Jazzband,M,,musician,,musician,,artists,,,artists,artists,artists,,,,,,,,,,
421,als,1929,1920,7.0,1.0,0.0,,Auguste,Garcon,M,,,,,,,,,,,,,,,,,,,,,
422,als,,0,1.0,1.0,0.0,,Ortliep Falk,,M,,,,,,,,,,,,,,,,,,,,,
422,als,,0,2.0,1.0,0.0,,Frau Falk,,F,,,,,,,,,,,,,,,,,,frau (1),,,
422,als,,0,3.0,1.0,0.0,,Symone,beider Doochter,F,,,,,,,,,,,,,,,,,,"tochter (1,2)",,,
422,als,,0,4.0,1.0,0.0,,Baldini,Friend vun Falk (später als Seymund von Burn),M,,,,,,,,,,,,,,,,,,,,,
422,als,,0,5.0,1.0,0.0,,D'r Dokter,,M,,dokter,,doctor,,"professionals, scientific, technical",,,"professionals, scientific, technical",liberal and scientific professions,bourgeoisie,,,,,,,,,,
422,als,,0,6.0,1.0,0.0,,D'r Abbé,(später als Schloßkaplan),M,,abbé,,abbot,,clergy,,,clergy,clergy,authority,,,,,,,,,,
422,als,,0,7.0,1.0,0.0,,E Mamsell,,F,,,,,,,,,,,,,,,,,,,,,
422,als,,0,8.0,1.0,0.0,,Zwai Mannequingschteller,,U,,,,,,,,,,,,,,,,,,,,,
422,als,,0,9.0,1.0,0.0,,Ritter Diebold vun Falkestein,,M,,ritter,,knight,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
422,als,,0,10.0,1.0,0.0,,Edwiga vun Ehenheim,sini Frau,F,,,,,,,,,,,,,,,,,,frau (9),,,
422,als,,0,11.0,1.0,0.0,2023-12-11 00:00:00,Ritter Heinu vun Falkestein,Söhn vun Diebold,M,,ritter,,knight,,government officials,,,government officials,government and law enforcement,authority,,,,,,,sohn (9),,,
422,als,,0,12.0,1.0,0.0,2023-12-11 00:00:00,Edler Walter vun Falkestein,,M,,,,,,,,,,,,,,,,,,sohn (9),,,
422,als,,0,13.0,1.0,0.0,13-14,Enner,Dööchter vun Diebold (Kloschterschweschtere),F,,,,,,,,,,,,,,,,,,tochter (9),,,
422,als,,0,14.0,1.0,0.0,13-14,Rylind,,F,,,,,,,,,,,,,,,,,,tochter (9),,,
422,als,,0,15.0,1.0,0.0,,Albert vun Walchinstein,"Abt zue Murbach, Verwandter v. F.",M,,abt,,abbot,,clergy,,,clergy,clergy,authority,,,,,,,,,,
422,als,,0,16.0,1.0,0.0,,Graf Jakob vun Lichteberj,,M,,,,,,,,,,,,,,,,,,,,,
422,als,,0,17.0,1.0,1.0,,"Diener, Landsknecht, Fackeldräjer",,M,,,,,,,,,,,,,,,,,,,,,
422,als,,0,18.0,0.0,0.0,,diener,,M,,diener,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
422,als,,0,19.0,0.0,0.0,,Landsknecht,,M,,landsknecht,,farm worker,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
422,als,,0,20.0,0.0,0.0,,Fackeldräjer,,M,,fackeldräjer,,torch bearer,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
423,als,1923,1920,1.0,1.0,0.0,,Sepp,"Junger Mann, mittelgross im Alter vun 27 Jahren",M,,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,2.0,1.0,0.0,,Annala,"Freundliches, blühendes Mädchen im Alter von 23 Jahren - Im 2. Akt bleicher und kummervoll",F,,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,3.0,1.0,0.0,,Meta,"Italienerin. Schöne Person von etwa 25 Jahren. Schöne, blitzende Augen, schwarzes Haar, reich geschmückt",F,27,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,4.0,1.0,0.0,,Riethmüller,Talbauer im Alter von 54 Jahren.,M,23,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,5.0,1.0,0.0,,Erny,"Grosser, ernster Mann im Alter von etwa 45 Jahren",M,25,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,6.0,1.0,0.0,,Schang,"Knecht, 20 Jahre alt, trägt gewöhnlich blaue Melkerbluse mit kurzen Aermeln und ausser dem Sonntag Holzschuhe",M,54,knecht,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
423,als,1923,1920,7.0,1.0,0.0,,Klausi,40 Jahre alt mit derselben Kleidung,M,45,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,8.0,1.0,0.0,,Nazi,"30 Jahre alt, schlaues, pfiffiges Wesen, gewöhnliche Kleidung",M,20,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,9.0,1.0,0.0,,Baschi,"Etwa 30 Jahre alt, tappiges Wesen, sehr schlechte, durchlöcherte, alte Kleidung, stuppiger Bart, krumme Nase",M,40,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,10.0,1.0,0.0,,Aimé,Bursche von 26 Jahren,M,30,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,11.0,1.0,0.0,,Michel,"desgl., hinkt auf einem Bein. Beide gewöhnliche Kleidung",M,30,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,12.0,1.0,0.0,,Marie,"Mädchen von 25 Jahren, derb und ehrliches Aussehen",F,26,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,13.0,1.0,0.0,,Mazetti,"Italiener von 30 Jahren, gemeiner, feiger Charakter, prahlerisch",M,26,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,14.0,1.0,1.0,,Mehrere Burschen und Mädchen,Sonntäglich angezogen mit Krückstöcken,B,25,,,,,,,,,,,,,,,,,,,,
423,als,1923,1920,15.0,1.0,1.0,,Mehrere Italianer,"Samthosen, rote Leibbinden, Schlapphüte",M,30,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,1.0,1.0,0.0,,Lehrer,"50 Jahre alt, Glatze, trägt einen alten, schäbigen Frack. Ein rotes Taschentuch hängt aus der Tasche heraus",M,,lehrer,,teacher,,intermediate professions,,,intermediate professions,bourgeoisie other,bourgeoisie,,,,,,,,,,
424,als,1933,1930,2.0,1.0,0.0,2023-07-02 00:00:00,Charele,Schüler,M,,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,3.0,1.0,0.0,2023-07-02 00:00:00,Alberele,,M,50,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,4.0,1.0,0.0,2023-07-02 00:00:00,Franzl,,M,,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,5.0,1.0,0.0,2023-07-02 00:00:00,Schosefele,,M,,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,6.0,1.0,0.0,2023-07-02 00:00:00,Antoine,,M,,,,,,,,,,,,,,,,,,,,,
424,als,1933,1930,7.0,1.0,0.0,2023-07-02 00:00:00,Camille,,M,,,,,,,,,,,,,,,,,,,,,
425,als,1925,1920,1.0,1.0,0.0,,Adolf Kleischter,Tapezierermeister,M,,tapezierermeister,,master upholsterer,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
425,als,1925,1920,2.0,1.0,0.0,,Sophie,sini Frau,F,,,,,,,,,,,,,,,,,,,,,
425,als,1925,1920,3.0,1.0,0.0,,Fritz,ihr Neveu,M,,,,,,,,,,,,,,,,,,,,,
425,als,1925,1920,4.0,1.0,0.0,,Schorschel,Lehrbue bim Kleischter,M,,lehrbue,,upholsterer apprentice,,crafts,,,crafts,crafts,bourgeoisie,,,,,,,,,,
425,als,1925,1920,5.0,1.0,0.0,,"E Polizist, e Bürsmann, e Hüsburscht",,M,,,,,,,,,,,,,,,,,,,,,
425,als,1925,1920,6.0,0.0,0.0,,E Polizist,,M,,polizist,,policeman,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
425,als,1925,1920,7.0,0.0,0.0,,e Bürsmann,,M,,bürsmann,,farmer,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
425,als,1925,1920,8.0,0.0,0.0,,e Hüsburscht,,M,,hüsburscht,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
426,als,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,als,1932,1930,1.0,1.0,0.0,,Madame Griesmacher,Hüßbsitzere,F,,Hüßbsitzere,,landlord,,rentiers,,,rentiers,rentiers,bourgeoisie,,,,,,,,,,
427,als,1932,1930,2.0,1.0,0.0,,Antoinette,"ihri Tochter, 15 Johr alt",F,,,,,,,,,,,,,,,,,,tochter (1),,,
427,als,1932,1930,3.0,1.0,0.0,,Madame Zeiselmayer,Karteschläuere,F,,,,,,,,,,,,,,,,,,,,,
428,als,1932,1930,1.0,1.0,0.0,,Marianne,Bauersfrau,F,15,,,,,,,,,,,,,,,,,,,,
428,als,1932,1930,2.0,1.0,0.0,2023-03-02 00:00:00,Paulette,ihre Tochter,F,,,,,,,,,,,,,,,,,,tochter (1),,,
428,als,1932,1930,3.0,1.0,0.0,2023-03-02 00:00:00,Mariette,,F,,,,,,,,,,,,,,,,,,tochter (1),,,
428,als,1932,1930,4.0,1.0,0.0,,Barwl,Taglöhnerin,F,,,,day labourer,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
428,als,1932,1930,5.0,1.0,0.0,,Christine,,F,,,,,,,,,,,,,,,,,,,,,
428,als,1932,1930,6.0,1.0,0.0,,D'Kornbiere,reiche Bauersfrau,F,,,,,,,,,,,,,,,,,,,,,
428,als,1932,1930,7.0,1.0,0.0,,Kathl,ihre Tochter,F,,,,,,,,,,,,,,,,,,tochter (6),,,
428,als,1932,1930,8.0,1.0,0.0,,D'Schniederlehn,,F,,,,,,,,,,,,,,,,,,,,,
428,als,1932,1930,9.0,1.0,0.0,,Lisette,ihre Tochter,F,,,,,,,,,,,,,,,,,,tochter (8),,,
429,als,1939?,#VALUE!,1.0,1.0,0.0,,Charles Winter,Chef im e Modehüss,M,,Chef im e Modehüss,,director in a Fashion House,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,,,,,,,,
429,als,1939?,#VALUE!,2.0,1.0,0.0,,Marcelle,sini Frau,F,,,,,,,,,,,,,,,,,,frau (1),,,
429,als,1939?,#VALUE!,3.0,1.0,0.0,,Thérèse,Schweschter vum Charles,F,,,,,,,,,,,,,,,,,,schwester (1),,,
429,als,1939?,#VALUE!,4.0,1.0,0.0,,Georges Haltmann,Friend vum Charles,M,,,,,,,,,,,,,,,,,,,,,
430,als,1927,1920,1.0,1.0,0.0,,Antoine Protzer,e Fawrikant,M,,fawrikant,,manufacturer,,industry and transportation,,,industry and transportation,bourgeoisie other,bourgeoisie,,,,,,,,,,
430,als,1927,1920,2.0,1.0,0.0,,René,"syn neveu, e-n-angehender Diplomat",M,,diplomat,,diplomat,,government officials,,,government officials,government and law enforcement,authority,,,,,,,neveu (1),,,
430,als,1927,1920,3.0,1.0,0.0,,Unkel Jacques,Brueder vum Antoine Protzer,M,,,,,,,,,,,,,,,,,,bruder (1),,,
430,als,1927,1920,4.0,1.0,0.0,,Jean Grandebouche,,M,,,,,,,,,,,,,,,,,,,,,
430,als,1927,1920,5.0,1.0,0.0,,Marquis Raoul d'Etiquette,e Diplomat,M,,diplomat,,diplomat,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
430,als,1927,1920,6.0,1.0,0.0,,Pierre,valet de chambre bym Antoine Protzer,M,,valet de chambre,,valet,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
430,als,1927,1920,7.0,1.0,0.0,,E Blejele,,M,,blejele,,policeman,,government officials,,,government officials,government and law enforcement,authority,,,,,,,,,,
431,als,1930,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,als,1923,1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,als,1929,1920,1.0,1.0,0.0,,Joseph Wynling,Privatier,M,,privatier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,,,,,,,,
433,als,1929,1920,2.0,1.0,0.0,,Emil Schlöjele,syner Frind,M,,,,,,,,,,,,,,,,,,,,,
433,als,1929,1920,3.0,1.0,0.0,,Jean,Dienschtbott bym Joseph Wynling,M,,dienschtbott,,domestic helper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
433,als,1929,1920,4.0,1.0,0.0,,Wächter,Portner im Hüss vum Wynling,M,,portner,,doorman,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
434,als,1928,1920,1.0,1.0,0.0,,Pierre Schmalkoscht,"e 2-Su-Rentier (die Roll kann lycht vun're Dam g'spelt wäre, wyll d'r Schmalkoscht e langer Schloofrock unn e Zipfelkapp uff het ;  er isch ung'fähr 40 Johre alt).",M,,rentier,,rentier,,rentiers,,,rentiers,rentiers,bourgeoisie,,,,,,,,,,
434,als,1928,1920,2.0,1.0,0.0,,Elise Gradnüss,e Wittfrau unn entfernti Verwandti vum Schmalkoscht (zirka 55 Johre alt),F,,,,,,,,,,,,,,,,,,,,,
434,als,1928,1920,3.0,1.0,0.0,,Berthe,ihri Dochter (zirka 30 Johre alt),F,40,,,,,,,,,,,,,,,,,tochter (2),,,
434,als,1928,1920,4.0,1.0,0.0,,Madame Jeanette,Hüsshältere bym Schmalkoscht (zirka 45 Johr),F,55,hüsshältere,,housekeeper,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
435,als,1929,1920,1.0,1.0,0.0,,Junge,"16-18 Jahre alt, gesundes Aussehen, rotes Haar, dreistes Auftreten, rot und weissgestreifte Weste, weisse Schürze, wovon ein Ende nach oben umgeschlagen, hat einen grossen Korb am Arm, in welchem grosse Steine liegen, nimmt den Korb von Zeit zu Zeit, von einem Arm an den andern",,30,,,,,,,,,,,,,,,,,,,,
436,als,1923,1920,1.0,1.0,0.0,,Monsieur Linzer,Epicier,M,45,epicier,,grocer,,service and sales,,,service and sales,commerce and services,bourgeoisie,,,,,,,,,,
436,als,1923,1920,2.0,1.0,0.0,,Madame Linzer,sini Frau,F,17-18,,,,,,,,,,,,,,,,,frau (1),,,
436,als,1923,1920,3.0,1.0,0.0,,Lehnel,Magd (kann auch von einem Herrn gespielt werden),F,,magd,,maid,,elementary professions,,,elementary professions,elementary professions,elementary workers,,,,,,,,,,
436,als,1923,1920,4.0,1.0,0.0,,Jeanpierre,e Poilü,M,,,,,,,,,,,,,,,,,,,,,
436,als,1923,1920,5.0,1.0,0.0,,Oskar Grägalé,e Faquin,M,,,,,,,,,,,,,,,,,,,,,
437,als,1934,1930,1.0,1.0,0.0,,Schakob Schultz,Grossbür,M,,grossbür,,large farmer,,agriculture,,,agriculture,agriculture,agriculture,,,,,,,,,,
437,als,1934,1930,2.0,1.0,0.0,,Charles,siner Sohn,M,,,,,,,,,,,,,,,,,,sohn (1),,,
437,als,1934,1930,3.0,1.0,0.0,,Jules,siner Neveu,M,,,,,,,,,,,,,,,,,,neveu (1),,,
