workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
001,fre,,,1870,1870,0,21,1,0,,Un gamin,,M,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,22,1,0,,Un marmiton,,M,,marmiton,kitchen helper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,23,1,0,,Panatella,marchande de tabac,F,,marchande de tabac,tobacco merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
001,fre,,,1870,1870,0,24,1,0,,Madame Georgina Beaucoq,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,25,1,0,,Ernesta,fille de Gazinard,F,,,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
001,fre,,,1870,1870,0,26,1,0,,Madeleine,bonne de Gazinard,F,,bonne,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,bonne(1),domestic worker(1),,
001,fre,,,1870,1870,0,27,1,0,,Eglantine,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,28,1,0,,Crème-de-Chic,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,29,1,0,,Nana,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,30,1,0,,Fleur-de-Braise,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,31,1,0,,De Richenature,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,32,1,0,,Bernardine,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,33,1,0,,Verdurette,,F,,,,,,,,,,,,,,,,,,,,,,,
001,fre,,,1870,1870,0,34,1,0,34-39,Pepita,Écuyère,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,35,1,0,,Magnolia,,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,36,1,0,,Tata,,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,37,1,0,,Régalia,,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,38,1,0,,Lulu,,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,39,1,0,,Cazadores,,F,,écuyère,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,40,1,0,,Madame Valbreuse,première héritière,F,,,,,,,,,,,,héritière,,,,,,,,,,,
001,fre,,,1870,1870,0,41,1,0,,Madame Dufrisard,deuxième héritière,F,,,,,,,,,,,,héritière,,,,,,,,,,,
001,fre,,,1870,1870,0,42,0,1,,Héritiers,,F,,,,,,,,,,,,héritier,,,,,,,,,,,
001,fre,,,1870,1870,0,43,0,1,,Héritières,,F,,,,,,,,,,,,héritière,,,,,,,,,,,
001,fre,,,1870,1870,0,44,0,1,,Acheteurs de tabac,,U,,acheteur,consumer,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
001,fre,,,1870,1870,0,45,0,1,,Habitués de Mabille,,U,,habitué,consumer,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
001,fre,,,1870,1870,0,46,0,1,,Ecuyers,,M,,écuyer,squire,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,47,0,1,,Palefreniers,,M,,palefrenier,horse groomer,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
001,fre,,,1870,1870,0,48,0,1,,Marmitons,,M,,marmiton,kitchen helper,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
002,fre,,,1870,1870,0,1,1,0,,Montacabère,,M,,,,,,,,,,,,,,,,,,,,,,,
002,fre,,,1870,1870,0,2,1,0,,Romanèche,,M,,,,,,,,,,,,,,,,,,,,,,,
002,fre,,,1870,1870,0,3,1,0,,Prosper,,M,,,,,,,,,,,,,,,,,,,,,,,
002,fre,,,1870,1870,0,4,1,0,,Herminie,,F,,,,,,,,,,,,,,,,,,,,,,,
002,fre,,,1870,1870,0,5,1,0,,Estelle,,F,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,1,1,0,,De Chantelaur,,M,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,2,1,0,,Pinteau,,M,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,3,1,0,,De Morard,,M,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,4,1,0,,Des Vergettes,,M,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,5,1,0,,Un laquais,,M,,laquais,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
003,fre,,,1880,1880,0,6,1,0,,Marquise de Cernois,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,marquise,,,UC,,,,,,,,
003,fre,,,1880,1880,0,7,1,0,,Hélène de Chantelaur,,F,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,8,1,0,,Renée de Cernois,,F,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,9,1,0,,Julie,,F,,,,,,,,,,,,,,,,,,,,,,,
003,fre,,,1880,1880,0,1,1,0,,Gévaudan,,M,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,2,1,0,,Saint-Galmier,,M,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,3,1,0,,Alfred,,M,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,4,1,0,,Séraphin,,M,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,5,1,0,,Plucheux,,M,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,6,1,0,,Michette,,F,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,7,1,0,,Laure,,F,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,8,1,0,,Rachel,,F,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,9,1,0,,Léonie,,F,,,,,,,,,,,,,,,,,,,,,,,
004,fre,,,1880,1880,0,10,1,0,,Une négresse,,F,,,,,,,,,,,,,,,,,,Black,,,,,
004,fre,,,1880,1880,0,11,1,0,,Un groom,,M,,groom,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,12,1,0,,Un domestique boîteux,,M,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,13,1,0,,Premier domestique,,M,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,14,1,0,,Le mélodiste,,M,,mélodiste,composer,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
004,fre,,,1880,1880,0,15,1,0,,Deuxième domestique,,M,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,16,1,0,,Un gardien,,M,,gardien,concierge,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,17,1,0,,Troisième domestique,,M,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,18,1,0,,Un gardien,,M,,gardien,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
004,fre,,,1880,1880,0,19,0,1,,Domestiques,,U,,domestique,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
005,fre,,,1870,1870,0,1,1,0,,Gregoire,baigneur,M,,baigneur,,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
005,fre,,,1870,1870,0,2,1,0,,Comte Corniski,diplomate,M,,diplomate,diplomat,,,government officials|aristocrats,government officials|aristocrats,government officials,government & law enforcement,authority,,comte,,,UC,,,,,,,,
005,fre,,,1870,1870,0,3,1,0,,Anatole de Beaupersil,,M,,,,,,,,,,,,,,,,,,,,,,,
005,fre,,,1870,1870,0,4,1,0,,Narcisse,premier garçon au casino,M,,premier garçon,casino helper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
005,fre,,,1870,1870,0,5,1,0,,Baptiste,garçon d'hôtel,M,,garçon d'hôtel,hotel helper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
005,fre,,,1870,1870,0,6,1,0,,Dupiton,,M,,,,,,,,,,,,,,,,,,,,,,,
005,fre,,,1870,1870,0,7,1,0,,Desablettes,secrétaire du comte,M,,secrétaire du comte,secretary,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,secrétaire(2),secretary(2),,
005,fre,,,1870,1870,0,8,1,0,,Un monsieur,,M,,,,,,,,,,,,,,,,,,,,,,,
005,fre,,,1870,1870,0,9,1,0,,Un garçon de bains,,M,,garçon de bains,hotel helper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
005,fre,,,1870,1870,0,10,1,0,,Un garçon de café,,M,,garçon de café,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
005,fre,,,1870,1870,0,11,1,0,,Un valet de chambre,,M,,valet de chambre,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,"TLFi : valet de chambre : ""Domestique attaché au service personnel de quelqu'un ou des clients d'un hôtel (v. aussi camérier, camériste, chambrière)"""
005,fre,,,1870,1870,0,12,1,0,,Un greffier,,M,,greffier,court secretary,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
005,fre,,,1870,1870,0,13,1,0,,La comtesse Corniska,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,comtesse,,,UC,,,,,,,,
005,fre,,,1870,1870,0,14,1,0,,La veuve Sillery,,F,,,,,,,,,,,,,,,,,,,,veuve(0),widow(0),,
005,fre,,,1870,1870,0,15,1,0,,Georgina,,F,,,,,,,,,,,,,,,,,,,,,,,
005,fre,,,1870,1870,0,16,1,0,,Annette,,F,,,,,,,,,,,,,,,,,,,,,,,
005,fre,,,1870,1870,0,17,1,0,,Un chasseur,,M,,chasseur,hunter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LMC,,,,,,,,
005,fre,,,1870,1870,0,18,1,0,18-21,Amanda,Cocottes,F,,cocotte,,,,,,,,,,,,,UMC,,,,,,,,"TLFi : Cocotte : Vieilli, péj. Femme de mœurs légères richement entretenue"
005,fre,,,1870,1870,0,19,1,0,,Castagnette,,F,,cocotte,,,,,,,,,,,,,UMC,,,,,,,,
005,fre,,,1870,1870,0,20,1,0,,Cora,,F,,cocotte,,,,,,,,,,,,,UMC,,,,,,,,
005,fre,,,1870,1870,0,21,1,0,,Juliette,,F,,cocotte,,,,,,,,,,,,,UMC,,,,,,,,
005,fre,,,1870,1870,0,22,1,0,,Une pêcheuse de crevettes,,F,,pêcheuse,,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,we don't know if professionals or not
005,fre,,,1870,1870,0,23,0,1,,Voyageurs,,M,,voyageur,traveller,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
005,fre,,,1870,1870,0,24,0,1,,Voyageuses,,F,,voyageuse,traveller,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
005,fre,,,1870,1870,0,25,0,1,,Baigneurs,,M,,baigneur,swimmer,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
005,fre,,,1870,1870,0,26,0,1,,Baigneuses,,F,,baigneuse,swimmer,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,
005,fre,,,1870,1870,0,27,0,1,,Pêcheurs,,M,,pêcheur,fisher,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,we don't know if professionals or not
005,fre,,,1870,1870,0,28,0,1,,Pêcheuses,,F,,pêcheuse,fisher,,,hobby,hobby,hobby,other,other,,,,,,,,,,,,,we don't know if professionals or not
007,fre,,,1890,1890,0,1,1,0,,Canasson,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,2,1,0,,Le Cardunois,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,3,1,0,,Ludovic,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,4,1,0,,Justin,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,5,1,0,,Pastourel,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,6,1,0,,Mulot,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,7,1,0,,Guerinot,,M,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,8,1,0,,Madame Roussin,,F,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,9,1,0,,Éliane,,F,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,10,1,0,,Caroline,,F,,,,,,,,,,,,,,,,,,,,,,,
007,fre,,,1890,1890,0,11,1,0,,Rosalie,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,1,1,0,,La Raynette,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,2,1,0,,Pont-Biquet,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,3,1,0,,Bouzu,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,4,1,0,,Toupance,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,5,1,0,,Jacques Dubois,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,6,1,0,,Dagobert,,M,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,7,1,0,,Un garçon d'hôtel,,M,,garçon d'hôtel,hotel helper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
008,fre,,,1890,1890,0,8,1,0,,Madame Pont-Biquet,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,9,1,0,,Mathilde,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,10,1,0,,Gabrielle,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,11,1,0,,Madame Godard,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,12,1,0,,Madame Dumesnil,,F,,,,,,,,,,,,,,,,,,,,,,,
008,fre,,,1890,1890,0,13,1,0,,Julie,,F,,,,,,,,,,,,,,,,,,,,,,,
009,fre,,,1880,1880,0,1,1,0,,Le Comte Wallanoff,,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,comte,,,UC,,,,,,,,
009,fre,,,1880,1880,0,2,1,0,,Morisset,,M,,,,,,,,,,,,,,,,,,,,,,,
009,fre,,,1880,1880,0,3,1,0,,Philippe de Géry,,F,,,,,,,,,,,,,,,,,,,,,,,
009,fre,,,1880,1880,0,4,1,0,,Madame de Géry,,F,,,,,,,,,,,,,,,,,,,,,,,
009,fre,,,1880,1880,0,5,1,0,,Valentine,,F,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,1,1,0,,Barillon,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,2,1,0,,Jambart,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,3,1,0,,Brigot,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,4,1,0,,Planturel,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,5,1,0,,Patrice Surcouf,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,6,1,0,,Flamèche,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,7,1,0,,Topeau,,M,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,8,1,0,,Un petit télégraphiste,,M,,télégraphiste,telegraph messenger,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
010,fre,,,1890,1890,0,9,1,0,,Madame Jambart,,F,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,10,1,0,,Virginie,,F,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,11,1,0,,Ursule,,F,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,12,0,1,,Témoins,(rôles muets),U,,,,,,,,,,,,témoin de mariage,,,,,,,,témoins(4),witness(4),,
010,fre,,,1890,1890,0,13,0,1,,Parents,,B,,,,,,,,,,,,,,,,,,,,,,,
010,fre,,,1890,1890,0,14,0,1,,Invités,,U,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,1,1,0,,Ribadier,,M,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,2,1,0,,Thommereux,,M,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,3,1,0,,Savinet,,M,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,4,1,0,,Gusman,,M,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,5,1,0,,Angèle,,F,,,,,,,,,,,,,,,,,,,,,,,
011,fre,,,1890,1890,0,6,1,0,,Sophie,,F,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,1,1,0,,Charançon,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,2,1,0,,Samuel,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,3,1,0,,Edouard Lambert,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,4,1,0,,Caponot,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,5,1,0,,Pinçon,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,6,1,0,,Gratin,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,7,1,0,,Le Président,,M,,président,president of the court,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,légifrance : Le tribunal correctionnel est composé d'un président et de deux juges.
012,fre,,,1880,1880,0,8,1,0,,Baloche,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,9,1,0,,L’huissier,,M,,huissier,court bailiff,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,"TLFi : huissier:  DROIT. Officier ministériel ayant pour charge de constater des faits, de signifier les actes de procédure et de mettre à exécution les décisions de justice et les actes authentiques ayant force exécutoire"
012,fre,,,1880,1880,0,10,1,0,,Le Concierge,,M,,concierge,prison head,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UMC,,,,,,,,"TLFi : Concierge : ""Personne ayant une fonction de direction dans une prison"""
012,fre,,,1880,1880,0,11,1,0,,Premier garde,,M,,garde,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,"TLFi : garde : HIST. Hommes en armes, soldat faisant partie d'une garde. Garde communal, mobile, national, noble, pontifical, républicain. Ici ""garde municipal"""
012,fre,,,1880,1880,0,12,1,0,,Deuxième garde,,M,,garde,guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
012,fre,,,1880,1880,0,13,1,0,,Ugène,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,14,1,0,,Un accusé,,M,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,15,1,0,,Le greffier,,M,,greffier,court secretary,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
012,fre,,,1880,1880,0,16,1,0,,Gabrielle,,F,,,,,,,,,,,,,,,,,,,,,,,
012,fre,,,1880,1880,0,17,1,0,,Miranda,,F,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,1,1,0,,Pinglet,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,2,1,0,,Paillardin,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,3,1,0,,Mathieu,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,4,1,0,,Maxime,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,5,1,0,,Boulot,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,6,1,0,,Bastien,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,7,1,0,,Le Commissaire,,M,,commissaire,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UC,,,,,,,,
013,fre,,,1890,1890,0,8,1,0,,Ernest,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,9,1,0,,Chervet,,M,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,10,1,0,,Premier Commissionnaire,,M,,commissionnaire,delivery person,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
013,fre,,,1890,1890,0,11,1,0,,Marcelle,femme de Paillardin,F,,,,,,,,,,,,,,,,,,,,femme(2),wife(2),,
013,fre,,,1890,1890,0,12,1,0,,Angélique,femme de Pinglet,F,,,,,,,,,,,,,,,,,,,,femme(1),wife(1),,
013,fre,,,1890,1890,0,13,1,0,,Victoire,femme de chambre de Pinglet.,F,,femme de chambre,lady's maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,femme de chambre(1),lady's maid(1),,
013,fre,,,1890,1890,0,14,1,0,,Violette,fille de Mathieu,F,,,,,,,,,,,,,,,,,,,,fille(3),daughter(3),,
013,fre,,,1890,1890,0,15,1,0,,Marguerite,fille de Mathieu,F,,,,,,,,,,,,,,,,,,,,fille(3),daughter(3),,
013,fre,,,1890,1890,0,16,1,0,,Paquerette,fille de Mathieu,F,,,,,,,,,,,,,,,,,,,,fille(3),daughter(3),,
013,fre,,,1890,1890,0,17,1,0,,Pervenche,fille de Mathieu,F,,,,,,,,,,,,,,,,,,,,fille(3),daughter(3),,
013,fre,,,1890,1890,0,18,1,0,,Une Dame,,F,,,,,,,,,,,,,,,,,,,,,,,
013,fre,,,1890,1890,0,19,0,1,,Quatre commissaires,,M,,commissaire,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UC,,,,,,,,
013,fre,,,1890,1890,0,20,0,1,,Agents de police,,M,,agent de police,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
013,fre,,,1890,1890,0,21,0,1,,Gardiens de la paix,,M,,gardien de la paix,police officer,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
014,fre,,,1890,1890,0,1,1,0,,Paginet,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,2,1,0,,Livergin,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,3,1,0,,Plumarel,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,4,1,0,,Dardillon,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,5,1,0,,Rasanville,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,6,1,0,,Joseph,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,7,1,0,,Patrigeot,,M,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,8,1,0,,Madame Paginet,,F,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,9,1,0,,Targinette,,F,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,10,1,0,,Simone,,F,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,11,1,0,,Madame Livergin,,F,,,,,,,,,,,,,,,,,,,,,,,
014,fre,,,1890,1890,0,12,0,1,,Une fanfare,,U,,fanfare,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
015,fre,,,1860,1860,0,1,1,0,,Gavaut,,M,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,2,1,0,,Minard,,M,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,3,1,0,,Théodore,,M,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,4,1,0,,Térence Plumault,,M,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,5,1,0,,Mme Minard (Elvire),,F,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,6,1,0,6-9,Angèle,filles de Gavaut,F,,,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
015,fre,,,1860,1860,0,7,1,0,,Céleste,,F,,,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
015,fre,,,1860,1860,0,8,1,0,,Colombe,,F,,,,,,,,,,,,,,,,,,,,fille(1),daughter(1),,
015,fre,,,1860,1860,0,9,1,0,,Toinette,,F,,,,,,,,,,,,,,,,,,,,,,,
015,fre,,,1860,1860,0,10,1,0,,Un gendarme,personnage muet,M,,gendarme,gendarme,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
016,fre,,,1870,1870,0,1,1,0,,Pontérisson,,M,,,,,,,,,,,,,,,,,,,,,,,
016,fre,,,1870,1870,0,2,1,0,,Borromée,valet de chambre de Pontérisson,M,,valet de chambre,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
016,fre,,,1870,1870,0,3,1,0,,Oscar de Villecresnes,avocat,M,,avocat,lawyer,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,,,,
